"latestdataforgrade","schoolyearstart","schoolyearend","locationabbr","topic","grade","indicator","datasource","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_interval","high_confidence_interval","confidence_interval_footnote_symbol","confidence_interval_footnote","sample_size","response_rate","response_rate_footnote_symbol","response_rate_footnote","adjusted_for_nonresponse","percent_eligible_for_the_nslp_sampleschools","nslp_sampleschools_footnote_symbol","nslp_sampleschools_footnote","percent_eligible_for_the_nslp_samplestudents","nslp_samplestudents_footnote_symbol","nslp_samplestudents_footnote","percent_eligible_for_the_nslp_state","nslp_state_footnote_symbol","nslp_state_footnote","locationdesc","locationid","geolocation","gradeid","sortgradeid","indicatorid"
"No","2010","2011","CT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","11.7",,,"10.1","13.3",,,"4339","84",,,"No","32",,,,"NC","Not Collected","34",,,"Connecticut","09","
,  
(41.56266102000046, -72.64984095199964)","3GRADE","05","CHD1_3"
"No","2010","2011","CT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","42.6",,,"38.6","46.6",,,"4339","84",,,"No","32",,,,"NC","Not Collected","34",,,"Connecticut","09","
,  
(41.56266102000046, -72.64984095199964)","3GRADE","05","CHD1_2"
"No","2010","2011","CT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","39.6",,,"36.5","42.7",,,"4339","84",,,"No","32",,,,"NC","Not Collected","34",,,"Connecticut","09","
,  
(41.56266102000046, -72.64984095199964)","3GRADE","05","CHD1_1"
"No","2006","2007","CT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","38.1",,,"34.3","42.0",,,"8755","81",,,"Yes","37",,,,"NC","Not Collected","35",,,"Connecticut","09","
,  
(41.56266102000046, -72.64984095199964)","3GRADE","05","CHD1_2"
"No","2006","2007","CT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17.8",,,"14.8","20.8",,,"8755","81",,,"Yes","37",,,,"NC","Not Collected","35",,,"Connecticut","09","
,  
(41.56266102000046, -72.64984095199964)","3GRADE","05","CHD1_3"
"No","2001","2002","DE","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","54.5",,,"49.5","59.4",,,"1032","43",,,"Yes","37",,,"41",,,"40",,,"Delaware","10","
,  
(39.008830667000495, -75.57774116799965)","3GRADE","05","CHD1_1"
"No","2001","2002","DE","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","34.3",,,"29.7","38.8",,,"1032","43",,,"Yes","37",,,"41",,,"40",,,"Delaware","10","
,  
(39.008830667000495, -75.57774116799965)","3GRADE","05","CHD1_2"
"No","2001","2002","DE","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","29.9",,,"25.3","34.4",,,"1032","43",,,"Yes","37",,,"41",,,"40",,,"Delaware","10","
,  
(39.008830667000495, -75.57774116799965)","3GRADE","05","CHD1_3"
"No","2013","2014","FL","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","23.4",,,"20.2","26.7",,,"2061","41",,,"Yes","57",,,"61",,,"61",,,"Florida","12","
,  
(28.932040377000476, -81.92896053899966)","3GRADE","05","CHD1_3"
"No","2013","2014","FL","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","36.9",,,"33.3","40.5",,,"2061","41",,,"Yes","57",,,"61",,,"61",,,"Florida","12","
,  
(28.932040377000476, -81.92896053899966)","3GRADE","05","CHD1_2"
"No","2013","2014","FL","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","43.1",,,"39.2","47.0",,,"2061","41",,,"Yes","57",,,"61",,,"61",,,"Florida","12","
,  
(28.932040377000476, -81.92896053899966)","3GRADE","05","CHD1_1"
"No","2004","2005","GA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","27.1",,,"26.0","28.3",,,"2861","51",,,"Yes","52",,,"53",,,"51",,,"Georgia","13","
,  
(32.83968109300048, -83.62758034599966)","3GRADE","05","CHD1_3"
"No","2010","2011","GA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","52.0",,,"47.6","56.2",,,"3359","52",,,"Yes","62",,,"60",,,"61",,,"Georgia","13","
,  
(32.83968109300048, -83.62758034599966)","3GRADE","05","CHD1_1"
"No","2010","2011","GA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","18.7",,,"16.2","21.5",,,"3359","52",,,"Yes","62",,,"60",,,"61",,,"Georgia","13","
,  
(32.83968109300048, -83.62758034599966)","3GRADE","05","CHD1_3"
"No","2010","2011","GA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","37.4",,,"33.3","41.7",,,"3359","52",,,"Yes","62",,,"60",,,"61",,,"Georgia","13","
,  
(32.83968109300048, -83.62758034599966)","3GRADE","05","CHD1_2"
"No","2004","2005","GA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","56.3",,,"54.9","57.6",,,"2861","51",,,"Yes","52",,,"53",,,"51",,,"Georgia","13","
,  
(32.83968109300048, -83.62758034599966)","3GRADE","05","CHD1_1"
"No","2004","2005","GA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","40.3",,,"39.0","41.6",,,"2861","51",,,"Yes","52",,,"53",,,"51",,,"Georgia","13","
,  
(32.83968109300048, -83.62758034599966)","3GRADE","05","CHD1_2"
"No","2001","2002","ID","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","27.5",,,"19.7","35.4",,,"665","65",,,"Yes","47",,,,"NC","Not Collected","39",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","KGRADE","02","CHD1_3"
"No","2001","2002","ID","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","46.9",,,"37.3","56.6",,,"665","65",,,"Yes","47",,,,"NC","Not Collected","39",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","KGRADE","02","CHD1_1"
"No","2004","2005","ID","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","69.8",,,"67.1","72.6",,,"4034","83",,,"Yes","54",,,,"NC","Not Collected","42",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_1"
"No","2012","2013","ID","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","62.7",,,"59.9","65.5",,,"4737","86",,,"Yes","56",,,,"NC","Not Collected","56",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_2"
"No","2000","2001","ID","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","53.6",,,"50.1","57.1",,,"3126","71",,,"Yes","50",,,,"NC","Not Collected","39",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_2"
"No","2008","2009","ID","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","57.1",,,"54.3","59.9",,,"4634","87",,,"Yes","37",,,,"NC","Not Collected","45",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_2"
"No","2012","2013","ID","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","20.8",,,"18.9","22.8",,,"4737","86",,,"Yes","56",,,,"NC","Not Collected","56",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_3"
"No","2000","2001","ID","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","65.4",,,"62.6","68.2",,,"3126","71",,,"Yes","50",,,,"NC","Not Collected","39",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_1"
"No","2012","2013","ID","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","61.8",,,"58.7","65.0",,,"4737","86",,,"Yes","56",,,,"NC","Not Collected","56",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_1"
"No","2008","2009","ID","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","67.1",,,"64.5","69.7",,,"4634","87",,,"Yes","37",,,,"NC","Not Collected","45",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_1"
"No","2000","2001","ID","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","27.3",,,"24.4","30.2",,,"3126","71",,,"Yes","50",,,,"NC","Not Collected","39",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_3"
"No","2004","2005","ID","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","55.7",,,"52.1","59.3",,,"4034","83",,,"Yes","54",,,,"NC","Not Collected","42",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_2"
"No","2004","2005","ID","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","31.0",,,"28.0","34.0",,,"4034","83",,,"Yes","54",,,,"NC","Not Collected","42",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_3"
"No","2008","2009","ID","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.5",,,"20.3","24.6",,,"4634","87",,,"Yes","37",,,,"NC","Not Collected","45",,,"Idaho","16","
,  
(43.682630005000476, -114.3637300419997)","3GRADE","05","CHD1_3"
"No","2013","2014","IL","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","49.8",,,"46.4","53.2",,,"3772","44",,,"Yes","57",,,"57",,,"54",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_2"
"No","2008","2009","IL","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","53.2",,,"49.2","57.1",,,"3696","52",,,"Yes","57",,,,"NC","Not Collected",,"NR","Not Reported","Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_1"
"No","2003","2004","IL","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","26.9",,,"24.4","29.4",,,"6630","66",,,"Yes","54",,,,"NC","Not Collected","47",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_2"
"No","2003","2004","IL","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","30.2",,,"27.9","32.6",,,"6630","66",,,"Yes","54",,,,"NC","Not Collected","47",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_3"
"No","2013","2014","IL","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.2",,,"19.9","24.7",,,"3772","44",,,"Yes","57",,,"57",,,"54",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_3"
"No","2013","2014","IL","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","52.4",,,"49.3","55.4",,,"3772","44",,,"Yes","57",,,"57",,,"54",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_1"
"No","2003","2004","IL","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","55.4",,,"52.6","58.2",,,"6630","66",,,"Yes","54",,,,"NC","Not Collected","47",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_1"
"No","2008","2009","IL","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","41.5",,,"37.0","46.1",,,"3696","52",,,"Yes","57",,,,"NC","Not Collected",,"NR","Not Reported","Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_2"
"No","2008","2009","IL","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","29.1",,,"25.4","32.7",,,"3696","52",,,"Yes","57",,,,"NC","Not Collected",,"NR","Not Reported","Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_3"
"No","2011","2012","IHS","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","31.2",,,"24.9","37.5",,,"3944",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"1GRADE","03","CHD1_2"
"No","2011","2012","IHS","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","80.2",,,"76.8","83.7",,,"3944",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"1GRADE","03","CHD1_1"
"No","2011","2012","IHS","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","48.8",,,"43.9","53.7",,,"3944",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"1GRADE","03","CHD1_3"
"No","2014","2015","IHS","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","38.7",,,"33.0","44.5",,,"5216",,"NR","Not Reported","Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Indian Health Service",,,"HGRADE","01","CHD1_3"
"No","2010","2011","IHS","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","66.8",,,"60.6","72.9",,,"4268",,"NR","Not Reported","Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Indian Health Service",,,"HGRADE","01","CHD1_1"
"No","2014","2015","IHS","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","67.2",,,"61.4","73.1",,,"5216",,"NR","Not Reported","Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Indian Health Service",,,"HGRADE","01","CHD1_1"
"No","2010","2011","IHS","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","43.7",,,"38.6","48.9",,,"4268",,"NR","Not Reported","Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Indian Health Service",,,"HGRADE","01","CHD1_3"
"No","2011","2012","IHS","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","45.5",,,"40.8","50.2",,,"4202",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"KGRADE","02","CHD1_3"
"No","2011","2012","IHS","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","78.0",,,"75.2","80.9",,,"4202",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"KGRADE","02","CHD1_1"
"No","2011","2012","IHS","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","51.1",,,"43.8","58.4",,,"3757",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"2GRADE","04","CHD1_2"
"No","2011","2012","IHS","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","85.3",,,"82.7","87.9",,,"3757",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"2GRADE","04","CHD1_1"
"No","2011","2012","IHS","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","46.5",,,"42.1","51.0",,,"3757",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"2GRADE","04","CHD1_3"
"No","2011","2012","IHS","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","84.7",,,"81.6","87.8",,,"3707",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"3GRADE","05","CHD1_1"
"No","2011","2012","IHS","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","55.2",,,"47.8","62.7",,,"3707",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"3GRADE","05","CHD1_2"
"No","2011","2012","IHS","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","47.6",,,"41.9","53.2",,,"3707",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"3GRADE","05","CHD1_3"
"No","2008","2009","IA","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","32.3",,,"28.4","36.2",,,"631","79",,,"No",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","HGRADE","01","CHD1_1"
"No","2008","2009","IA","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","16.0",,,"12.9","19.0",,,"631","79",,,"No",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","HGRADE","01","CHD1_3"
"No","2004","2005","IA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","40.4",,,"37.5","43.3",,,"1115","66",,,"No","31",,,"27",,,"35",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_2"
"No","2005","2006","IA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","42.8",,,"40.0","45.8",,,"1126","68",,,"No","35",,,"31",,,"36",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_1"
"No","2008","2009","IA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","21.9",,,"19.2","24.6",,,"1206","65",,,"No","38",,,,"NC","Not Collected","34",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_3"
"No","2008","2009","IA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","49.2",,,"46.5","51.9",,,"1206","65",,,"No","38",,,,"NC","Not Collected","34",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_2"
"No","2004","2005","IA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","49.6",,,"46.7","52.5",,,"1115","66",,,"No","31",,,"27",,,"35",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_1"
"No","2005","2006","IA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","13.2",,,"11.2","15.2",,,"1126","68",,,"No","35",,,"31",,,"36",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_3"
"No","2011","2012","IA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","45.6",,,"42.0","49.0",,,"926","53",,,"No","41",,,"34",,,"44",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_2"
"No","2004","2005","IA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","18.8",,,"16.5","21.1",,,"1115","66",,,"No","31",,,"27",,,"35",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_3"
"No","2008","2009","IA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","46.7",,,"44.3","49.1",,,"1206","65",,,"No","38",,,,"NC","Not Collected","34",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_1"
"No","2011","2012","IA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","14.1",,,"12.0","16.0",,,"926","53",,,"No","41",,,"34",,,"44",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_3"
"No","2005","2006","IA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","45.5",,,"42.6","48.4",,,"1126","68",,,"No","35",,,"31",,,"36",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_2"
"No","2011","2012","IA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","50.5",,,"47.3","53.8",,,"926","53",,,"No","41",,,"34",,,"44",,,"Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_1"
"No","2011","2012","KS","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","35.7",,,"33.6","37.8",,,"2090","60",,,"No","52",,,"43",,,"50",,,"Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_2"
"No","2003","2004","KS","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","27.6",,,"24.9","30.4",,,"3375","32",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_3"
"No","2003","2004","KS","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","58.6",,,"55.5","61.5",,,"3375","32",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_1"
"No","2011","2012","KS","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","9.5",,,"8.3","10.8",,,"2090","60",,,"No","52",,,"43",,,"50",,,"Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_3"
"No","2003","2004","KS","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","33.1",,,"30.2","36.0",,,"3375","32",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_2"
"No","2011","2012","KS","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","48.4",,,"46.2","50.5",,,"2090","60",,,"No","52",,,"43",,,"50",,,"Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_1"
"No","2007","2009","LA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","33.2",,,"28.8","37.6",,,"2642","42",,,"Yes","61",,,,"NC","Not Collected","65",,,"Louisiana","22","
,  
(31.31266064400046, -92.44568007099969)","3GRADE","05","CHD1_2"
"No","2007","2009","LA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","65.7",,,"62.3","69.1",,,"2642","42",,,"Yes","61",,,,"NC","Not Collected","65",,,"Louisiana","22","
,  
(31.31266064400046, -92.44568007099969)","3GRADE","05","CHD1_1"
"No","2007","2009","LA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","41.9",,,"37.8","45.9",,,"2642","42",,,"Yes","61",,,,"NC","Not Collected","65",,,"Louisiana","22","
,  
(31.31266064400046, -92.44568007099969)","3GRADE","05","CHD1_3"
"No","2010","2011","ME","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","21.6",,,"19.1","24.1",,,"606","46",,,"Yes","51",,,"36",,,"49",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","KGRADE","02","CHD1_1"
"No","2010","2011","ME","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","12.7",,,"10.3","15.0",,,"606","46",,,"Yes","51",,,"36",,,"49",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","KGRADE","02","CHD1_3"
"No","1998","1999","ME","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","18.5",,,"16.3","20.8",,,"1162","59",,,"No",,"NR","Not Reported","30",,,"32",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","KGRADE","02","CHD1_3"
"No","1998","1999","ME","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","31.2",,,"28.8","34.1",,,"1162","59",,,"No",,"NR","Not Reported","30",,,"32",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","KGRADE","02","CHD1_1"
"No","1998","1999","ME","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","20.4",,,"18.3","22.6",,,"1297","51",,,"No",,"NR","Not Reported","31",,,"32",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_3"
